,Unnamed: 0,Address,Name,City State ZIP,ZIP,Number of Sites,Url,ZIP_str,FULL Address,latitude,longitude,House district,Senate district
189,189,"14113 Murray Clark Rd,",Joanna's Kountry Kourt,"Danville, IL",61834.0,Not found,https://www.mhvillage.com/parks/107204,61834,"14113 Murray Clark Rd,Danville, IL, 61834",,,0.0,0.0
190,190,"14115 South Western Avenue,",Smith Mobile Homes,"Blue Island, IL",60406.0,233,https://www.mhvillage.com/parks/10350,60406,"14115 South Western Avenue,Blue Island, IL, 60406",,,0.0,0.0
191,191,"14136 S. Wood Street,",Specialville Estates,"Dixmoor, IL",60426.0,Not found,https://www.mhvillage.com/parks/129579,60426,"14136 S. Wood Street,Dixmoor, IL, 60426",,,0.0,0.0
192,192,"14139 South Western Avenue,",Colonial Estates,"Dixmoor, IL",60406.0,183,https://www.mhvillage.com/parks/10346,60406,"14139 South Western Avenue,Dixmoor, IL, 60406",,,0.0,0.0
193,193,"14149 S Western Ave,",American Mobile Home Park,"Blue Island, IL",60406.0,47,https://www.mhvillage.com/parks/10343,60406,"14149 S Western Ave,Blue Island, IL, 60406",,,0.0,0.0
194,194,"1418 Sandy Hollow Road,","Family Manufactured Home Community, LLC","Rockford, IL",61109.0,55,https://www.mhvillage.com/parks/11622,61109,"1418 Sandy Hollow Road,Rockford, IL, 61109",42.2239056,-89.074712,67.0,34.0
195,195,"142 Brandon Circle,",Reed Station Mobile Home Park,"Carbondale, IL",62901.0,68,https://www.mhvillage.com/parks/10625,62901,"142 Brandon Circle,Carbondale, IL, 62901",,,0.0,0.0
196,196,"144 E Alton Ave,",Shady Lane Mobile Home Park,"East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/57931,62024,"144 E Alton Ave,East Alton, IL, 62024",38.8763499,-90.1079071,111.0,56.0
197,197,"14415 Barstow Road,",River Oaks Mobile Home Park,"Barstow, IL",61236.0,50,https://www.mhvillage.com/parks/11202,61236,"14415 Barstow Road,Barstow, IL, 61236",41.5123595,-90.3575453,71.0,36.0
198,198,"1449 Meadow Avenue,",Golden Valley Mobile Home Park,"East Peoria, IL",61611.0,Not found,https://www.mhvillage.com/parks/37022,61611,"1449 Meadow Avenue,East Peoria, IL, 61611",40.6660147,-89.5487633,91.0,46.0
199,199,"1450 Fairfax St,",S&W Mobile Home Park,"Carlyle, IL",62231.0,Not found,https://www.mhvillage.com/parks/107210,62231,"1450 Fairfax St,Carlyle, IL, 62231",38.6110685,-89.3761439,110.0,55.0
200,200,"1500 East Main Cross Street,",Hillcrest Mobile Home Park,"Taylorville, IL",62568.0,119,https://www.mhvillage.com/parks/10277,62568,"1500 East Main Cross Street,Taylorville, IL, 62568",39.5504076,-89.2802463,107.0,54.0
201,201,"1500 Linda Avenue,",Clark's Mobile Home Park,"Rockford, IL",61102.0,36,https://www.mhvillage.com/parks/11628,61102,"1500 Linda Avenue,Rockford, IL, 61102",42.2385104,-89.117643,67.0,34.0
202,202,"1500 North Bruns Lane,",Westwood Park,"Springfield, IL",62702.0,20,https://www.mhvillage.com/parks/66625,62702,"1500 North Bruns Lane,Springfield, IL, 62702",39.8199391,-89.686245,95.0,48.0
203,203,"1500 Tremont Street,",Tremont Park,"Lincoln, IL",62656.0,89,https://www.mhvillage.com/parks/10873,62656,"1500 Tremont Street,Lincoln, IL, 62656",40.145681,-89.354509,87.0,44.0
204,204,"15000 Dixie Highway,","Dixie Garden Homes, Inc","Harvey, IL",60426.0,187,https://www.mhvillage.com/parks/10382,60426,"15000 Dixie Highway,Harvey, IL, 60426",,,0.0,0.0
205,205,"1501 North Russell Street,",Juanita's Mobile Home Park,"Marion, IL",62959.0,Not found,https://www.mhvillage.com/parks/11605,62959,"1501 North Russell Street,Marion, IL, 62959",37.74344,-88.941792,118.0,59.0
206,206,"1501 West 4th Street,",Woodlawn Trailer Court,"Sterling, IL",61081.0,Not found,https://www.mhvillage.com/parks/11554,61081,"1501 West 4th Street,Sterling, IL, 61081",41.7905582,-89.7184315,74.0,37.0
207,207,"1503 West 1st Avenue,",Candlelight MHP,"Coal Valley, IL",61240.0,451,https://www.mhvillage.com/parks/11203,61240,"1503 West 1st Avenue,Coal Valley, IL, 61240",41.4526289,-90.473444,71.0,36.0
208,208,"15051 S Archer Ave,",Triangal Mh Park,"Lockport, IL",60441.0,Not found,https://www.mhvillage.com/parks/57834,60441,"15051 S Archer Ave,Lockport, IL, 60441",,,0.0,0.0
209,209,"1507 East Jackson Street,",Shade Tree Village Mobile Home Park,"Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/11028,61455,"1507 East Jackson Street,Macomb, IL, 61455",40.4587282,-90.6694754,71.0,36.0
210,210,"1507 W Rock Falls Rd,",Sauk Valley Estates,"Rock Falls, IL",61071.0,21,https://www.mhvillage.com/parks/127088,61071,"1507 W Rock Falls Rd,Rock Falls, IL, 61071",41.771842,-89.710647,74.0,37.0
211,211,"1507 W Route 30,",East Z Living Mobile Home Park,"Rock Falls, IL",61071.0,Not found,https://www.mhvillage.com/parks/106918,61071,"1507 W Route 30,Rock Falls, IL, 61071",,,0.0,0.0
212,212,"151 Hoffman Road,",Country Village Mobile Home Park,"Murphysboro, IL",62966.0,63,https://www.mhvillage.com/parks/10641,62966,"151 Hoffman Road,Murphysboro, IL, 62966",,,0.0,0.0
213,213,"1510 Penthouse Drive,",North Park Place,"Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/10135,62301,"1510 Penthouse Drive,Quincy, IL, 62301",39.9498946,-91.3762214,99.0,50.0
214,214,"1511 Coyne Center Road,",Woodland Mobile Home Park,"Milan, IL",61264.0,248,https://www.mhvillage.com/parks/11222,61264,"1511 Coyne Center Road,Milan, IL, 61264",,,0.0,0.0
215,215,"1512 Shelby Ave,",Bennett Trailer Park,"Mattoon, IL",61938.0,Not found,https://www.mhvillage.com/parks/106970,61938,"1512 Shelby Ave,Mattoon, IL, 61938",39.4870297,-88.37319,101.0,51.0
216,216,"1513 County Road 2300 N,",Country Manor Mh Park,"Urbana, IL",61802.0,Not found,https://www.mhvillage.com/parks/57658,61802,"1513 County Road 2300 N,Urbana, IL, 61802",,,0.0,0.0
217,217,"1513 East Jackson Street,",Derry's Mobile Home Court,"Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/11030,61455,"1513 East Jackson Street,Macomb, IL, 61455",40.4587282,-90.6694754,71.0,36.0
218,218,"1513 N 4th St,",Davis' Mobile Home Park,"Chillicothe, IL",61523.0,Not found,https://www.mhvillage.com/parks/11137,61523,"1513 N 4th St,Chillicothe, IL, 61523",40.9260324,-89.4862654,105.0,53.0
219,219,"1514 Spring Lake Road,",Paradise Lane Mobile Home Park,"Quincy, IL",62305.0,70,https://www.mhvillage.com/parks/29624,62305,"1514 Spring Lake Road,Quincy, IL, 62305",,,0.0,0.0
220,220,"1515 North Lincoln Avenue,",Westwood Place,"Springfield, IL",62702.0,206,https://www.mhvillage.com/parks/11269,62702,"1515 North Lincoln Avenue,Springfield, IL, 62702",,,0.0,0.0
221,221,"1519 S Chicago St,",Peet's Mobile Home Park,"Joliet, IL",60436.0,Not found,https://www.mhvillage.com/parks/11573,60436,"1519 S Chicago St,Joliet, IL, 60436",41.4959338,-88.0804709,86.0,43.0
222,222,"1520 Glen Forest Drive,",Bel-rock Mobile Home Park,"Machesney Park, IL",61115.0,Not found,https://www.mhvillage.com/parks/36902,61115,"1520 Glen Forest Drive,Machesney Park, IL, 61115",42.3876529,-89.0203204,90.0,45.0
223,223,"1522 Wilkes Avenue,",Paradise Lane,"Quincy, IL",62305.0,103,https://www.mhvillage.com/parks/128980,62305,"1522 Wilkes Avenue,Quincy, IL, 62305",,,0.0,0.0
224,224,"15242 East 1830 North Road,",Redwood MHC,"Pontiac, IL",61764.0,Not found,https://www.mhvillage.com/parks/10860,61764,"15242 East 1830 North Road,Pontiac, IL, 61764",40.8923375,-88.6371797,105.0,53.0
225,225,"1525 South Fairview Avenue,",Flower Farm Trailer Park,"Decatur, IL",62521.0,Not found,https://www.mhvillage.com/parks/10889,62521,"1525 South Fairview Avenue,Decatur, IL, 62521",39.8307436,-88.9760871,96.0,48.0
226,226,"1526 Lori Dr,",Town and Country Rentals,"Quincy, IL",62305.0,92,https://www.mhvillage.com/parks/10144,62305,"1526 Lori Dr,Quincy, IL, 62305",,,0.0,0.0
227,227,"15358 E Clarksville Rd,",Lazy G Village,"Marshall, IL",62441.0,Not found,https://www.mhvillage.com/parks/57824,62441,"15358 E Clarksville Rd,Marshall, IL, 62441",39.4006654,-87.7045873,102.0,51.0
228,228,"155 West Kellogg Street,",Parkview Court Mobile Home Park,"Pittsfield, IL",62363.0,Not found,https://www.mhvillage.com/parks/11169,62363,"155 West Kellogg Street,Pittsfield, IL, 62363",39.616698,-90.8079991,100.0,50.0
229,229,"15625 Kennedy Road,",Mcclelland's Mobile Home Estates,"Auburn, IL",62615.0,16,https://www.mhvillage.com/parks/11705,62615,"15625 Kennedy Road,Auburn, IL, 62615",39.5720845,-89.7446215,108.0,54.0
230,230,"1570 N 30th Rd Unit O,",Ottawa Estates Mobile Home Park,"Ottawa, IL",61350.0,100,https://www.mhvillage.com/parks/10761,61350,"1570 N 30th Rd Unit O,Ottawa, IL, 61350",,,0.0,0.0
231,231,"16 North Texas Street,",Jeans Mobile Home Park,"Harrisburg, IL",62946.0,Not found,https://www.mhvillage.com/parks/11232,62946,"16 North Texas Street,Harrisburg, IL, 62946",37.7325141,-88.526989,117.0,59.0
232,232,"16 West Wasson,",The Meadows,"Amboy, IL",61310.0,95,https://www.mhvillage.com/parks/10837,61310,"16 West Wasson,Amboy, IL, 61310",41.7222883,-89.3350003,74.0,37.0
233,233,"1600 North Market Street,",Shadowwood Mobile Home Park,"Champaign, IL",61820.0,272,https://www.mhvillage.com/parks/10207,61820,"1600 North Market Street,Champaign, IL, 61820",40.1337676,-88.2387896,103.0,52.0
234,234,"1600 Riverdale Road,",Country Acres Mobile Manor,"Rock Falls, IL",61071.0,106,https://www.mhvillage.com/parks/11548,61071,"1600 Riverdale Road,Rock Falls, IL, 61071",,,0.0,0.0
235,235,"1600 Tyler Ave,",Mercer Mobile Home Court,"Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/10313,61920,"1600 Tyler Ave,Charleston, IL, 61920",39.490476,-88.164483,101.0,51.0
236,236,"1601 East Jackson Street,",Kiljordan Meadows,"Macomb, IL",61455.0,173,https://www.mhvillage.com/parks/11034,61455,"1601 East Jackson Street,Macomb, IL, 61455",40.4587282,-90.6694754,71.0,36.0
237,237,"1601 Sheridan Rd,",Hollyhock Hill Mobile Home Park,"Winthrop Harbor, IL",60096.0,Not found,https://www.mhvillage.com/parks/106900,60096,"1601 Sheridan Rd,Winthrop Harbor, IL, 60096",42.4771625,-87.8240461,61.0,31.0
238,238,"1604 East Olympian Road,",Country View Estates,"Urbana, IL",61802.0,Not found,https://www.mhvillage.com/parks/10249,61802,"1604 East Olympian Road,Urbana, IL, 61802",,,0.0,0.0
239,239,"1605 West Us Highway 50,",S & H O Fallon Mobile Home Park,"O Fallon, IL",62269.0,Not found,https://www.mhvillage.com/parks/11417,62269,"1605 West Us Highway 50,O Fallon, IL, 62269",,,0.0,0.0
240,240,"16088 E Us 24 Highway,",EEE Mobile Village,"Lewistown, IL",61542.0,Not found,https://www.mhvillage.com/parks/107042,61542,"16088 E Us 24 Highway,Lewistown, IL, 61542",,,0.0,0.0
241,241,"161 West River Road,",Willow Lake Estates,"Elgin, IL",60123.0,623,https://www.mhvillage.com/parks/10688,60123,"161 West River Road,Elgin, IL, 60123",42.0658284,-88.2832999,66.0,33.0
242,242,"1610 E Us Route 34,",Century Estates,"Earlville, IL",60518.0,Not found,https://www.mhvillage.com/parks/107406,60518,"1610 E Us Route 34,Earlville, IL, 60518",,,0.0,0.0
243,243,"1610 Walter Payton Memorial Hwy,",Century Estates,"Earlville, IL",60518.0,Not found,https://www.mhvillage.com/parks/107408,60518,"1610 Walter Payton Memorial Hwy,Earlville, IL, 60518",,,0.0,0.0
244,244,"1618 W Jefferson St.,",Gaslite Senior Mobile Home Court,"Springfield, IL",62702.0,57,https://www.mhvillage.com/parks/104537,62702,"1618 W Jefferson St.,Springfield, IL, 62702",39.807525,-89.6803683,95.0,48.0
245,245,"1626 Columbus St,",Thrush Mobile Home Park,"Ottawa, IL",61350.0,Not found,https://www.mhvillage.com/parks/57759,61350,"1626 Columbus St,Ottawa, IL, 61350",,,0.0,0.0
246,246,"16260 W State Rd,",Six Oaks Manufactured Home Community,"Pecatonica, IL",61063.0,Not found,https://www.mhvillage.com/parks/106834,61063,"16260 W State Rd,Pecatonica, IL, 61063",,,0.0,0.0
247,247,"1639 Sheridan Road,",Avalon Mobile Home Park,"Zion, IL",60099.0,31,https://www.mhvillage.com/parks/10828,60099,"1639 Sheridan Road,Zion, IL, 60099",42.4499414,-87.8255064,61.0,31.0
248,248,"1648 East Chestnut Street,",Lake Drive Mobile Home Park,"Canton, IL",61520.0,Not found,https://www.mhvillage.com/parks/10531,61520,"1648 East Chestnut Street,Canton, IL, 61520",40.5569803,-90.0083771,94.0,47.0
249,249,"16572 East 1200 North Road,",Country Aire Mobile Home Park,"Westville, IL",61883.0,Not found,https://www.mhvillage.com/parks/11500,61883,"16572 East 1200 North Road,Westville, IL, 61883",40.042529,-87.627888,104.0,52.0
250,250,"16584 North Il Highway 37,",Rolling Meadow Mobile Home Community,"Mount Vernon, IL",62864.0,13,https://www.mhvillage.com/parks/11723,62864,"16584 North Il Highway 37,Mount Vernon, IL, 62864",,,0.0,0.0
251,251,"16902 Dixie Hwy,",Hazel Crest MHC,"Hazel Crest, IL",60429.0,22,https://www.mhvillage.com/parks/106444,60429,"16902 Dixie Hwy,Hazel Crest, IL, 60429",41.5825131,-87.6656268,30.0,15.0
252,252,"170 Coachlight Trailer Park,",Coachlight Mobile Home Park,"Glen Carbon, IL",62034.0,Not found,https://www.mhvillage.com/parks/106852,62034,"170 Coachlight Trailer Park,Glen Carbon, IL, 62034",38.7496199,-89.9756117,111.0,56.0
253,253,"1700 Block E Dearborn Ave,",Dearborn Mobile Home Park,"Aurora, IL",60505.0,Not found,https://www.mhvillage.com/parks/106938,60505,"1700 Block E Dearborn Ave,Aurora, IL, 60505",,,0.0,0.0
254,254,"1700 North Broadway,",Salem Mobile Home Park,"Salem, IL",62881.0,Not found,https://www.mhvillage.com/parks/11003,62881,"1700 North Broadway,Salem, IL, 62881",38.647249,-88.9412471,110.0,55.0
255,255,"1701 2nd Street East,",High Cliff Estates,"Milan, IL",61264.0,224,https://www.mhvillage.com/parks/11217,61264,"1701 2nd Street East,Milan, IL, 61264",41.434506,-90.566187,72.0,36.0
256,256,"1701 Mascoutah Ave,",Green Mount Station,"Belleville, IL",62221.0,96,https://www.mhvillage.com/parks/27863,62221,"1701 Mascoutah Ave,Belleville, IL, 62221",38.504814,-89.957346,113.0,57.0
257,257,"1703 South Chicago Street,",Modern Manor,"Joliet, IL",60436.0,40,https://www.mhvillage.com/parks/89,60436,"1703 South Chicago Street,Joliet, IL, 60436",41.4941415,-88.0804006,86.0,43.0
258,258,"1706 N Santa Fe Ave,",Northtown Mobile Home Park,"Chillicothe, IL",61523.0,Not found,https://www.mhvillage.com/parks/11139,61523,"1706 N Santa Fe Ave,Chillicothe, IL, 61523",40.927513,-89.493845,105.0,53.0
259,259,"1710 N Main St,",Neild's Mobile Manor,"Georgetown, IL",61846.0,Not found,https://www.mhvillage.com/parks/11485,61846,"1710 N Main St,Georgetown, IL, 61846",,,0.0,0.0
260,260,"1710 Ridge Street,","VINUS, Inc. Mobile Home Park","Carlyle, IL",62231.0,35,https://www.mhvillage.com/parks/10295,62231,"1710 Ridge Street,Carlyle, IL, 62231",38.6071319,-89.3796442,110.0,55.0
261,261,"1712 South Dixie Highway,",Queens Estates,"Crete, IL",60417.0,148,https://www.mhvillage.com/parks/11561,60417,"1712 South Dixie Highway,Crete, IL, 60417",41.4315408,-87.6305628,80.0,40.0
262,262,"1713 West Us Hwy 50, #60,",Castle Acres,"O Fallon, IL",62269.0,167,https://www.mhvillage.com/parks/11410,62269,"1713 West Us Hwy 50, #60,O Fallon, IL, 62269",,,0.0,0.0
263,263,"1718 W Jackson St,",Heaps Mobile Home Park,"Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/57832,61455,"1718 W Jackson St,Macomb, IL, 61455",40.4592191,-90.698877,71.0,36.0
264,264,"1720 North 12th Street,",Trailer Town Park,"Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/10145,62301,"1720 North 12th Street,Quincy, IL, 62301",39.9525923,-91.3964136,99.0,50.0
265,265,"1730 12th St,",Pal & Sal Mobile Home Park,"Lawrenceville, IL",62439.0,Not found,https://www.mhvillage.com/parks/57845,62439,"1730 12th St,Lawrenceville, IL, 62439",38.7187306,-87.6843467,102.0,51.0
266,266,"1732 N Baker St,",North Gate Mh Park,"Streator, IL",61364.0,Not found,https://www.mhvillage.com/parks/57678,61364,"1732 N Baker St,Streator, IL, 61364",,,0.0,0.0
267,267,"17336 E County Rd 1400N,",Seven Hickory Estates,"Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/58004,61920,"17336 E County Rd 1400N,Charleston, IL, 61920",,,0.0,0.0
268,268,"1746 Wilson Road,","Wilsons on University MHC, LLC","Urbana, IL",61801.0,42,https://www.mhvillage.com/parks/10264,61801,"1746 Wilson Road,Urbana, IL, 61801",40.1165532,-88.1840964,103.0,52.0
269,269,"1750 Roosevelt Ave,",Pine Manor,"Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/31719,62226,"1750 Roosevelt Ave,Belleville, IL, 62226",38.5141697,-90.0120348,113.0,57.0
270,270,"1750 W Broadway,",Sycamore Mobile Home Park,"Blue Island, IL",60406.0,86,https://www.mhvillage.com/parks/11682,60406,"1750 W Broadway,Blue Island, IL, 60406",,,0.0,0.0
271,271,"1751 North Grand Avenue West,",Park Ridge Mobile Home Park,"Springfield, IL",62702.0,106,https://www.mhvillage.com/parks/31506,62702,"1751 North Grand Avenue West,Springfield, IL, 62702",39.8159488,-89.6821871,95.0,48.0
272,272,"1755 West Mccord St Rt 161,",Deerwood Mobile Home Park,"Centralia, IL",62801.0,100,https://www.mhvillage.com/parks/10298,62801,"1755 West Mccord St Rt 161,Centralia, IL, 62801",,,0.0,0.0
273,273,"177 N Center St,",Dixon Mobile Home Park,"Braidwood, IL",60408.0,Not found,https://www.mhvillage.com/parks/11556,60408,"177 N Center St,Braidwood, IL, 60408",41.2668385,-88.2172584,80.0,40.0
274,274,"1776 Independence,","Liberty Estate Commons MHC, LLC","Urbana, IL",61802.0,433,https://www.mhvillage.com/parks/74639,61802,"1776 Independence,Urbana, IL, 61802",,,0.0,0.0
275,275,"1795 E 3180 N Rd,",Beaver Creek Village,"Saint Anne, IL",60964.0,Not found,https://www.mhvillage.com/parks/106802,60964,"1795 E 3180 N Rd,Saint Anne, IL, 60964",,,0.0,0.0
276,276,"18 N First St,",North Side Mobile Home Park,"Bethany, IL",61914.0,Not found,https://www.mhvillage.com/parks/106974,61914,"18 N First St,Bethany, IL, 61914",,,0.0,0.0
277,277,"1800 Perrysville Road,",Valley Run Mobile Home Park,"Danville, IL",61834.0,60,https://www.mhvillage.com/parks/11481,61834,"1800 Perrysville Road,Danville, IL, 61834",40.1084196,-87.6003171,104.0,52.0
278,278,"1801 Dekalb Avenue,",Edgebrook,"Sycamore, IL",60178.0,247,https://www.mhvillage.com/parks/10447,60178,"1801 Dekalb Avenue,Sycamore, IL, 60178",41.970734,-88.718357,76.0,38.0
279,279,"1801 Madison Avenue,",Slifer's Rancho Mobile Home Park,"Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/10315,61920,"1801 Madison Avenue,Charleston, IL, 61920",39.4974128,-88.1634561,101.0,51.0
280,280,"1801 North 16th Street,",Worman Mobile Home Park,"Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/11663,62301,"1801 North 16th Street,Quincy, IL, 62301",39.95332,-91.390444,99.0,50.0
281,281,"1810 North 8th Street,",Pekin Trailer Court,"Pekin, IL",61554.0,Not found,https://www.mhvillage.com/parks/11449,61554,"1810 North 8th Street,Pekin, IL, 61554",40.5857372,-89.6409842,93.0,47.0
282,282,"1810 S Pine St,",Rosewood Mobile Home Park,"Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/58016,62801,"1810 S Pine St,Centralia, IL, 62801",,,0.0,0.0
283,283,"1810 Wolff Drive,",South Court Mobile Home Park,"Marion, IL",62959.0,Not found,https://www.mhvillage.com/parks/11612,62959,"1810 Wolff Drive,Marion, IL, 62959",,,0.0,0.0
284,284,"1814 Carr St,",Southtown,"Streator, IL",61364.0,Not found,https://www.mhvillage.com/parks/107318,61364,"1814 Carr St,Streator, IL, 61364",,,0.0,0.0
285,285,"1820 Crestview Drive,",Crossroad Terrace East,"O Fallon, IL",62269.0,Not found,https://www.mhvillage.com/parks/11411,62269,"1820 Crestview Drive,O Fallon, IL, 62269",38.5967083,-89.963072,112.0,56.0
286,286,"1831 Perrysville Road,",Glendale Mobile Home Park,"Danville, IL",61834.0,84,https://www.mhvillage.com/parks/11467,61834,"1831 Perrysville Road,Danville, IL, 61834",40.1077708,-87.5956875,104.0,52.0
287,287,"18388 East Frontage Road,",Kamper Kompanion Mobile Home Park,"Litchfield, IL",62056.0,Not found,https://www.mhvillage.com/parks/11099,62056,"18388 East Frontage Road,Litchfield, IL, 62056",39.2748953,-89.6388219,108.0,54.0
288,288,"1847 Truman Rd,",Fox Bridge Court,"Springfield, IL",62703.0,Not found,https://www.mhvillage.com/parks/57693,62703,"1847 Truman Rd,Springfield, IL, 62703",39.7687484,-89.6284188,96.0,48.0
289,289,"18530 West 3000 North Road,",Shannon Shores Mobile Home Park,"Reddick, IL",60961.0,189,https://www.mhvillage.com/parks/10716,60961,"18530 West 3000 North Road,Reddick, IL, 60961",,,0.0,0.0
290,290,"1900 West South 2nd St,",Jess & Angel's Westview,"Shelbyville, IL",62565.0,Not found,https://www.mhvillage.com/parks/106774,62565,"1900 West South 2nd St,Shelbyville, IL, 62565",39.4046145,-88.8143378,107.0,54.0
291,291,"1901 N Cherry St Lot 35,",Cherry Street Estates,"Mount Carmel, IL",62863.0,110,https://www.mhvillage.com/parks/11507,62863,"1901 N Cherry St Lot 35,Mount Carmel, IL, 62863",,,0.0,0.0
292,292,"1901 North Linden Street,",Landings Estates,"Normal, IL",61761.0,288,https://www.mhvillage.com/parks/11077,61761,"1901 North Linden Street,Normal, IL, 61761",40.538862,-88.98361,105.0,53.0
293,293,"1902 South Main Street,",Hilltop Mobile Home Park,"Bloomington, IL",61704.0,557,https://www.mhvillage.com/parks/11055,61704,"1902 South Main Street,Bloomington, IL, 61704",40.458365,-88.9926869,88.0,44.0
294,294,"1913 Barr Street,",Carriage Lane Estates,"Streator, IL",61364.0,134,https://www.mhvillage.com/parks/10776,61364,"1913 Barr Street,Streator, IL, 61364",,,0.0,0.0
295,295,"1931 Champlain St,",Starlight Mobile Home Park,"Ottawa, IL",61350.0,20,https://www.mhvillage.com/parks/10134,61350,"1931 Champlain St,Ottawa, IL, 61350",41.3611963,-88.8269051,76.0,38.0
296,296,"1938 County Road 3000 N,",Eastside Mobile Home Village,"Rantoul, IL",61866.0,Not found,https://www.mhvillage.com/parks/10216,61866,"1938 County Road 3000 N,Rantoul, IL, 61866",,,0.0,0.0
297,297,"198 Gem St.,",Bissell Village Mobile Home Park,"Springfield, IL",62707.0,180,https://www.mhvillage.com/parks/11251,62707,"198 Gem St.,Springfield, IL, 62707",,,0.0,0.0
298,298,"1995 South Schuyler Avenue,",Kankakee Estates,"Kankakee, IL",60901.0,168,https://www.mhvillage.com/parks/10704,60901,"1995 South Schuyler Avenue,Kankakee, IL, 60901",41.1044466,-87.8686423,79.0,40.0
299,299,"1A Parktown Drive,",Park Towne West Mobile Home Park,"Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/10972,62040,"1A Parktown Drive,Granite City, IL, 62040",38.70939,-90.1676399,111.0,56.0
300,300,"2 Mahoning Avenue,",Youngstown Estates,"Rantoul, IL",61866.0,Not found,https://www.mhvillage.com/parks/10220,61866,"2 Mahoning Avenue,Rantoul, IL, 61866",40.3194736,-88.1361761,104.0,52.0
301,301,"20 Pattie Dr,",Lake Bluff Mobile Home Park,"Oakwood, IL",61858.0,123,https://www.mhvillage.com/parks/11497,61858,"20 Pattie Dr,Oakwood, IL, 61858",,,0.0,0.0
302,302,"200 East Patrick Street,",Williams Trailer Court,"Marion, IL",62959.0,80,https://www.mhvillage.com/parks/11613,62959,"200 East Patrick Street,Marion, IL, 62959",37.744718,-88.926228,118.0,59.0
303,303,"200 Franklin Drive,",Sunny Acres,"Manteno, IL",60950.0,189,https://www.mhvillage.com/parks/10478,60950,"200 Franklin Drive,Manteno, IL, 60950",,,0.0,0.0
304,304,"200 Lincoln St,",Gaslight Mobile Home Park,"Red Bud, IL",62278.0,Not found,https://www.mhvillage.com/parks/57728,62278,"200 Lincoln St,Red Bud, IL, 62278",38.212978,-89.992974,115.0,58.0
305,305,"200 N 45th St,",Daland Court,"Alorton, IL",62207.0,Not found,https://www.mhvillage.com/parks/58128,62207,"200 N 45th St,Alorton, IL, 62207",38.587317,-90.115376,114.0,57.0
306,306,"200 North Pine Stret,",Richwood Manor,"Pana, IL",62557.0,70,https://www.mhvillage.com/parks/10272,62557,"200 North Pine Stret,Pana, IL, 62557",,,0.0,0.0
307,307,"200 Paradise Acres Road,",The Orchards,"Carterville, IL",62918.0,Not found,https://www.mhvillage.com/parks/11595,62918,"200 Paradise Acres Road,Carterville, IL, 62918",,,0.0,0.0
308,308,"200 S Granger St # 221,",Evergreen Park,"Harrisburg, IL",62946.0,Not found,https://www.mhvillage.com/parks/57870,62946,"200 S Granger St # 221,Harrisburg, IL, 62946",,,0.0,0.0
309,309,"200 West Street,",Maple Creek,"Woodson, IL",62695.0,33,https://www.mhvillage.com/parks/111136,62695,"200 West Street,Woodson, IL, 62695",39.626531,-90.224236,100.0,50.0
310,310,"2004 Village Ln,",Marion Mobile Home Village,"Marion, IL",62959.0,150,https://www.mhvillage.com/parks/11608,62959,"2004 Village Ln,Marion, IL, 62959",37.7234,-88.9074953,117.0,59.0
311,311,"2005 West 139th Street,",AAA Mobile Home Park,"Blue Island, IL",60406.0,105,https://www.mhvillage.com/parks/10342,60406,"2005 West 139th Street,Blue Island, IL, 60406",41.6409835,-87.6698787,30.0,15.0
312,312,"201 Art St,",Sunset Mobile Home Park,"Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57966,62234,"201 Art St,Collinsville, IL, 62234",,,0.0,0.0
313,313,"202 Apple Tree Drive,","Woods Edge MHC, LLC","Urbana, IL",61802.0,170,https://www.mhvillage.com/parks/10265,61802,"202 Apple Tree Drive,Urbana, IL, 61802",,,0.0,0.0
314,314,"202 E Brown St,",Knapps Trailer Park,"Pinckneyville, IL",62274.0,Not found,https://www.mhvillage.com/parks/57752,62274,"202 E Brown St,Pinckneyville, IL, 62274",38.0713001,-89.3800937,115.0,58.0
315,315,"2025 Dolton Road,",River Oaks Mobile Estates,"Calumet City, IL",60409.0,301,https://www.mhvillage.com/parks/10352,60409,"2025 Dolton Road,Calumet City, IL, 60409",,,0.0,0.0
316,316,"20355 State Highway 3,",Sunny Hill,"Grafton, IL",62037.0,Not found,https://www.mhvillage.com/parks/57888,62037,"20355 State Highway 3,Grafton, IL, 62037",,,0.0,0.0
317,317,"204 East Hegeler Lane,",Shelby Mobile Home Park,"Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/11469,61832,"204 East Hegeler Lane,Danville, IL, 61832",,,0.0,0.0
